cities
Ansonia city
Baltic
Bantam borough
Bethel
Bethlehem Village
Blue Hills
Branford Center
Bridgeport city
Bristol city
Broad Brook
Brooklyn
Byram
Canaan
Cannondale
Canton Valley
Cheshire Village
Chester Center
Clinton
Colchester
Collinsville
Conning Towers Nautilus Park
Cos Cob
Coventry Lake
Crystal Lake
Danbury city
Danielson borough
Darien
Deep River Center
Derby city
Durham
East Brooklyn
East Hampton
East Hartford
East Haven
Essex Village
Falls Village
Fenwick borough
Gales Ferry
Georgetown
Glastonbury Center
Glenville
Greenwich
Groton city
Groton Long Point borough
Guilford Center
Hartford city
Hazardville
Heritage Village
Higganum
Jewett City borough
Kensington
Lake Pocotopaug
Lakeville
Litchfield borough
Long Hill
Madison Center
Manchester
Mansfield Center
Mashantucket
Meriden city
Middletown city
Milford city (balance)
Moodus
Moosup
Mystic
Naugatuck borough
New Britain city
New Hartford Center
New Haven city
New London city
New Milford
New Preston
Newington
Newtown borough
Niantic
Noank
Norfolk
North Granby
North Grosvenor Dale
North Haven
Northwest Harwinton
Norwalk city
Norwich city
Oakville
Old Greenwich
Old Mystic
Old Saybrook Center
Orange
Oxoboxo River
Pawcatuck
Pemberwick
Plainfield Village
Poquonock Bridge
Portland
Putnam
Quinebaug
Ridgefield
Riverside
Rockville
Salmon Brook
Saybrook Manor
Sharon
Shelton city
Sherwood Manor
Simsbury Center
Somers
South Coventry
South Windham
South Woodstock
Southport
Southwood Acres
Stafford Springs
Stamford city
Stonington borough
Storrs
Stratford
Suffield Depot
Tariffville
Terramuggus
Terryville
Thomaston
Thompsonville
Torrington city
Trumbull
Wallingford Center
Waterbury city
Waterford
Watertown
Wauregan
Weatogue
West Hartford
West Haven city
West Simsbury
Westbrook Center
Westport
Wethersfield
Willimantic
Wilton Center
Windsor Locks
Winsted
Woodbury Center
Woodmont borough
